question,answer,country_name
Food Security,1,Sri Lanka
Food Security,1,Sudan
Food Security,1,Sweden
Food Security,1,Switzerland
Food Security,1,Syria
Food Security,1,Tajikistan
Food Security,1,Tanzania
Food Security,1,Thailand
Food Security,1,Timor-Leste
Food Security,1,Tonga
Food Security,1,Tunisia
Food Security,1,Turkmenistan
Food Security,1,Tuvalu
Food Security,1,United Kingdom
Food Security,1,United States
Food Security,1,Uruguay
Food Security,1,Vietnam
Food Security,1,Yemen
Food Security,1,Zambia
Progress Reporting,1,Afghanistan
Progress Reporting,1,Albania
Progress Reporting,1,United Arab Emirates
Progress Reporting,1,Argentina
Progress Reporting,1,Australia
Progress Reporting,0,Bangladesh
Progress Reporting,1,Barbados
Progress Reporting,1,Brunei
Progress Reporting,1,Canada
Progress Reporting,1,Cayman Islands
Progress Reporting,1,Chile
Progress Reporting,1,Colombia
Progress Reporting,0,Costa Rica
Progress Reporting,1,Denmark
Progress Reporting,1,Egypt
Progress Reporting,1,El Salvador
Progress Reporting,1,Eritrea
Progress Reporting,1,Eswatini
Progress Reporting,1,Ethiopia
Progress Reporting,1,Fiji
Progress Reporting,1,Finland
Progress Reporting,1,France
Progress Reporting,1,Germany
Progress Reporting,1,Ghana
Progress Reporting,1,India
Progress Reporting,1,Iran
Progress Reporting,1,Ireland
Progress Reporting,1,Kenya
Progress Reporting,1,Kuwait
Progress Reporting,1,Lebanon
Progress Reporting,1,Liberia
Progress Reporting,1,Libya
Progress Reporting,1,Malawi
Progress Reporting,1,Malaysia
Progress Reporting,1,Maldives
Progress Reporting,1,Malta
Progress Reporting,1,Mauritius
Progress Reporting,1,Micronesia
Progress Reporting,1,Mongolia
Progress Reporting,1,Myanmar
Progress Reporting,1,Namibia
Progress Reporting,1,Nauru
Progress Reporting,1,Nepal
Progress Reporting,1,Netherlands
Progress Reporting,1,Nigeria
Progress Reporting,1,Norway
Progress Reporting,1,Oman
Progress Reporting,1,Pakistan
Progress Reporting,1,Palestine
Progress Reporting,1,Papua New Guinea
Progress Reporting,1,Paraguay
Progress Reporting,1,Peru
Progress Reporting,1,Qatar
Progress Reporting,0,North Macedonia
Progress Reporting,1,Rwanda
Progress Reporting,1,Samoa
Progress Reporting,1,Saudi Arabia
Progress Reporting,1,Sierra Leone
Progress Reporting,1,Solomon Islands
Progress Reporting,1,Somalia
Progress Reporting,1,South Africa
Progress Reporting,1,Spain
Progress Reporting,1,Sri Lanka
Progress Reporting,1,Sudan
Progress Reporting,1,Sweden
Progress Reporting,1,Switzerland
Progress Reporting,1,Syria
Progress Reporting,1,Tajikistan
Progress Reporting,1,Tanzania
Progress Reporting,1,Thailand
Progress Reporting,1,Timor-Leste
Progress Reporting,1,Tonga
Progress Reporting,1,Tunisia
Progress Reporting,1,Turkmenistan
Progress Reporting,1,Tuvalu
Progress Reporting,1,United Kingdom
Progress Reporting,1,United States
Progress Reporting,1,Uruguay
Progress Reporting,1,Vietnam
Progress Reporting,1,Yemen
Progress Reporting,1,Zambia
Time-bound Targets,1,Afghanistan
Time-bound Targets,1,Albania
Time-bound Targets,1,United Arab Emirates
Time-bound Targets,0,Argentina
Time-bound Targets,0,Australia
Time-bound Targets,0,Bangladesh
Time-bound Targets,1,Barbados
Time-bound Targets,1,Brunei
Time-bound Targets,1,Canada
Time-bound Targets,1,Cayman Islands
Time-bound Targets,1,Chile
Time-bound Targets,1,Colombia
Time-bound Targets,0,Costa Rica
Time-bound Targets,1,Denmark
Time-bound Targets,1,Egypt
Time-bound Targets,0,El Salvador
Time-bound Targets,1,Eritrea
Time-bound Targets,1,Eswatini
Time-bound Targets,1,Ethiopia
Time-bound Targets,1,Fiji
Time-bound Targets,1,Finland
Time-bound Targets,1,France
Time-bound Targets,1,Germany
Time-bound Targets,1,Ghana
Time-bound Targets,1,India
Time-bound Targets,1,Iran
Time-bound Targets,1,Ireland
Time-bound Targets,1,Kenya
Time-bound Targets,1,Kuwait
Time-bound Targets,1,Lebanon
Time-bound Targets,1,Liberia
Time-bound Targets,1,Libya
Time-bound Targets,1,Malawi
Time-bound Targets,1,Malaysia
Time-bound Targets,1,Maldives
Time-bound Targets,1,Malta
Time-bound Targets,1,Mauritius
Time-bound Targets,1,Micronesia
Time-bound Targets,1,Mongolia
Time-bound Targets,1,Myanmar
Time-bound Targets,1,Namibia
Time-bound Targets,1,Nauru
Time-bound Targets,1,Nepal
Time-bound Targets,1,Netherlands
Time-bound Targets,1,Nigeria
Time-bound Targets,1,Norway
Time-bound Targets,0,Oman
Time-bound Targets,1,Pakistan
Time-bound Targets,1,Palestine
Time-bound Targets,0,Papua New Guinea
Time-bound Targets,1,Paraguay
Time-bound Targets,1,Peru
Time-bound Targets,1,Qatar
Time-bound Targets,0,North Macedonia
Time-bound Targets,1,Rwanda
Time-bound Targets,1,Samoa
Time-bound Targets,1,Saudi Arabia
Time-bound Targets,1,Sierra Leone
Time-bound Targets,1,Solomon Islands
Time-bound Targets,1,Somalia
Time-bound Targets,1,South Africa
Time-bound Targets,1,Spain
Time-bound Targets,1,Sri Lanka
Time-bound Targets,1,Sudan
Time-bound Targets,1,Sweden
Time-bound Targets,1,Switzerland
Time-bound Targets,1,Syria
Time-bound Targets,1,Tajikistan
Time-bound Targets,1,Tanzania
Time-bound Targets,1,Thailand
Time-bound Targets,1,Timor-Leste
Time-bound Targets,1,Tonga
Time-bound Targets,1,Tunisia
Time-bound Targets,1,Turkmenistan
Time-bound Targets,1,Tuvalu
Time-bound Targets,1,United Kingdom
Time-bound Targets,1,United States
Time-bound Targets,0,Uruguay
Time-bound Targets,1,Vietnam
Time-bound Targets,1,Yemen
Time-bound Targets,1,Zambia
Quantitative Targets,0,Afghanistan
Quantitative Targets,1,Albania
Quantitative Targets,1,United Arab Emirates
Quantitative Targets,0,Argentina
Quantitative Targets,0,Australia
Quantitative Targets,0,Bangladesh
Quantitative Targets,1,Barbados
Quantitative Targets,1,Brunei
Quantitative Targets,1,Canada
Quantitative Targets,0,Cayman Islands
Quantitative Targets,1,Chile
Quantitative Targets,1,Colombia
Quantitative Targets,0,Costa Rica
Quantitative Targets,1,Denmark
Quantitative Targets,1,Egypt
Quantitative Targets,0,El Salvador
Quantitative Targets,0,Eritrea
Quantitative Targets,1,Eswatini
Quantitative Targets,0,Ethiopia
Quantitative Targets,1,Fiji
Quantitative Targets,0,Finland
Quantitative Targets,1,France
Quantitative Targets,1,Germany
Quantitative Targets,0,Ghana
Quantitative Targets,0,India
Quantitative Targets,1,Iran
Quantitative Targets,0,Ireland
Quantitative Targets,0,Kenya
Quantitative Targets,1,Kuwait
Quantitative Targets,1,Lebanon
Quantitative Targets,1,Liberia
Quantitative Targets,1,Libya
Quantitative Targets,1,Malawi
Quantitative Targets,1,Malaysia
Quantitative Targets,1,Maldives
Quantitative Targets,1,Malta
Quantitative Targets,0,Mauritius
Quantitative Targets,1,Micronesia
Quantitative Targets,1,Mongolia
Quantitative Targets,0,Myanmar
Quantitative Targets,0,Namibia
Quantitative Targets,0,Nauru
Quantitative Targets,1,Nepal
Quantitative Targets,1,Netherlands
Quantitative Targets,1,Nigeria
Quantitative Targets,1,Norway
Quantitative Targets,0,Oman
Quantitative Targets,0,Pakistan
Quantitative Targets,1,Palestine
Quantitative Targets,0,Papua New Guinea
Quantitative Targets,0,Paraguay
Quantitative Targets,0,Peru
Quantitative Targets,1,Qatar
Quantitative Targets,0,North Macedonia
Quantitative Targets,1,Rwanda
Quantitative Targets,0,Samoa
Quantitative Targets,1,Saudi Arabia
Quantitative Targets,0,Sierra Leone
Quantitative Targets,0,Solomon Islands
Quantitative Targets,0,Somalia
Quantitative Targets,1,South Africa
Quantitative Targets,1,Spain
Quantitative Targets,1,Sri Lanka
Quantitative Targets,0,Sudan
Quantitative Targets,1,Sweden
Quantitative Targets,1,Switzerland
Quantitative Targets,0,Syria
Quantitative Targets,0,Tajikistan
Quantitative Targets,1,Tanzania
Quantitative Targets,1,Thailand
Quantitative Targets,1,Timor-Leste
Quantitative Targets,1,Tonga
Quantitative Targets,0,Tunisia
Quantitative Targets,1,Turkmenistan
Quantitative Targets,1,Tuvalu
Quantitative Targets,1,United Kingdom
Quantitative Targets,1,United States
Quantitative Targets,0,Uruguay
Quantitative Targets,1,Vietnam
Quantitative Targets,1,Yemen
Quantitative Targets,1,Zambia
Budget Allocation,1,Afghanistan
Budget Allocation,1,Albania
Budget Allocation,1,United Arab Emirates
Budget Allocation,0,Argentina
Budget Allocation,0,Australia
Budget Allocation,0,Bangladesh
Budget Allocation,0,Barbados
Budget Allocation,1,Brunei
Budget Allocation,0,Canada
Budget Allocation,1,Cayman Islands
Budget Allocation,0,Chile
Budget Allocation,0,Colombia
Budget Allocation,0,Costa Rica
Budget Allocation,1,Denmark
Budget Allocation,1,Egypt
Budget Allocation,0,El Salvador
Budget Allocation,1,Eritrea
Budget Allocation,1,Eswatini
Budget Allocation,1,Ethiopia
Budget Allocation,1,Fiji
Budget Allocation,0,Finland
Budget Allocation,0,France
Budget Allocation,0,Germany
Budget Allocation,1,Ghana
Budget Allocation,0,India
Budget Allocation,0,Iran
Budget Allocation,1,Ireland
Budget Allocation,0,Kenya
Budget Allocation,1,Kuwait
Budget Allocation,1,Lebanon
Budget Allocation,1,Liberia
Budget Allocation,1,Libya
Budget Allocation,1,Malawi
Budget Allocation,0,Malaysia
Budget Allocation,1,Maldives
Budget Allocation,0,Malta
Budget Allocation,1,Mauritius
Budget Allocation,1,Micronesia
Budget Allocation,1,Mongolia
Budget Allocation,0,Myanmar
Budget Allocation,0,Namibia
Budget Allocation,1,Nauru
Budget Allocation,1,Nepal
Budget Allocation,0,Netherlands
Budget Allocation,1,Nigeria
Budget Allocation,0,Norway
Budget Allocation,0,Oman
Budget Allocation,0,Pakistan
Budget Allocation,1,Palestine
Budget Allocation,1,Papua New Guinea
Budget Allocation,1,Paraguay
Budget Allocation,1,Peru
Budget Allocation,1,Qatar
Budget Allocation,0,North Macedonia
Budget Allocation,1,Rwanda
Budget Allocation,1,Samoa
Budget Allocation,1,Saudi Arabia
Budget Allocation,1,Sierra Leone
Budget Allocation,1,Solomon Islands
Budget Allocation,0,Somalia
Budget Allocation,1,South Africa
Budget Allocation,0,Spain
Budget Allocation,1,Sri Lanka
Budget Allocation,1,Sudan
Budget Allocation,0,Sweden
Budget Allocation,1,Switzerland
Budget Allocation,0,Syria
Budget Allocation,0,Tajikistan
Budget Allocation,1,Tanzania
Budget Allocation,0,Thailand
Budget Allocation,0,Timor-Leste
Budget Allocation,1,Tonga
Budget Allocation,1,Tunisia
Budget Allocation,1,Turkmenistan
Budget Allocation,1,Tuvalu
Budget Allocation,0,United Kingdom
Budget Allocation,0,United States
Budget Allocation,0,Uruguay
Budget Allocation,1,Vietnam
Budget Allocation,1,Yemen
Budget Allocation,1,Zambia
Future Budget Assessment,1,Afghanistan
Future Budget Assessment,1,Albania
Future Budget Assessment,1,United Arab Emirates
Future Budget Assessment,0,Argentina
Future Budget Assessment,0,Australia
Future Budget Assessment,0,Bangladesh
Future Budget Assessment,0,Barbados
Future Budget Assessment,1,Brunei
Future Budget Assessment,0,Canada
Future Budget Assessment,1,Cayman Islands
Future Budget Assessment,0,Chile
Future Budget Assessment,0,Colombia
Future Budget Assessment,0,Costa Rica
Future Budget Assessment,0,Denmark
Future Budget Assessment,1,Egypt
Future Budget Assessment,0,El Salvador
Future Budget Assessment,1,Eritrea
Future Budget Assessment,1,Eswatini
Future Budget Assessment,1,Ethiopia
Future Budget Assessment,1,Fiji
Future Budget Assessment,0,Finland
Future Budget Assessment,0,France
Future Budget Assessment,0,Germany
Future Budget Assessment,1,Ghana
Future Budget Assessment,0,India
Future Budget Assessment,0,Iran
Future Budget Assessment,0,Ireland
Future Budget Assessment,0,Kenya
Future Budget Assessment,1,Kuwait
Future Budget Assessment,1,Lebanon
Future Budget Assessment,1,Liberia
Future Budget Assessment,1,Libya
Future Budget Assessment,1,Malawi
Future Budget Assessment,0,Malaysia
Future Budget Assessment,1,Maldives
Future Budget Assessment,0,Malta
Future Budget Assessment,1,Mauritius
Future Budget Assessment,1,Micronesia
Future Budget Assessment,1,Mongolia
Future Budget Assessment,0,Myanmar
Future Budget Assessment,0,Namibia
Future Budget Assessment,1,Nauru
Future Budget Assessment,1,Nepal
Future Budget Assessment,0,Netherlands
Future Budget Assessment,1,Nigeria
Future Budget Assessment,0,Norway
Future Budget Assessment,0,Oman
Future Budget Assessment,0,Pakistan
Future Budget Assessment,1,Palestine
Future Budget Assessment,1,Papua New Guinea
Future Budget Assessment,1,Paraguay
Future Budget Assessment,1,Peru
Future Budget Assessment,1,Qatar
Future Budget Assessment,0,North Macedonia
Future Budget Assessment,1,Rwanda
Future Budget Assessment,1,Samoa
Future Budget Assessment,1,Saudi Arabia
Future Budget Assessment,1,Sierra Leone
Future Budget Assessment,1,Solomon Islands
Future Budget Assessment,0,Somalia
Future Budget Assessment,1,South Africa
Future Budget Assessment,0,Spain
Future Budget Assessment,1,Sri Lanka
Future Budget Assessment,1,Sudan
Future Budget Assessment,0,Sweden
Future Budget Assessment,1,Switzerland
Future Budget Assessment,0,Syria
Future Budget Assessment,0,Tajikistan
Future Budget Assessment,1,Tanzania
Future Budget Assessment,0,Thailand
Future Budget Assessment,0,Timor-Leste
Future Budget Assessment,1,Tonga
Future Budget Assessment,0,Tunisia
Future Budget Assessment,1,Turkmenistan
Future Budget Assessment,1,Tuvalu
Future Budget Assessment,0,United Kingdom
Future Budget Assessment,0,United States
Future Budget Assessment,0,Uruguay
Future Budget Assessment,1,Vietnam
Future Budget Assessment,1,Yemen
Future Budget Assessment,1,Zambia
Muli-sectoral Committee,1,Afghanistan
Muli-sectoral Committee,1,Albania
Muli-sectoral Committee,1,United Arab Emirates
Muli-sectoral Committee,1,Argentina
Muli-sectoral Committee,1,Australia
Muli-sectoral Committee,1,Bangladesh
Muli-sectoral Committee,1,Barbados
Muli-sectoral Committee,1,Brunei
Muli-sectoral Committee,1,Canada
Muli-sectoral Committee,1,Cayman Islands
Muli-sectoral Committee,1,Chile
Muli-sectoral Committee,1,Colombia
Muli-sectoral Committee,1,Costa Rica
Muli-sectoral Committee,1,Denmark
Muli-sectoral Committee,1,Egypt
Muli-sectoral Committee,1,El Salvador
Muli-sectoral Committee,1,Eritrea
Muli-sectoral Committee,1,Eswatini
Muli-sectoral Committee,1,Ethiopia
Muli-sectoral Committee,1,Fiji
Muli-sectoral Committee,1,Finland
Muli-sectoral Committee,1,France
Muli-sectoral Committee,1,Germany
Muli-sectoral Committee,1,Ghana
Muli-sectoral Committee,1,India
Muli-sectoral Committee,1,Iran
Muli-sectoral Committee,1,Ireland
Muli-sectoral Committee,1,Kenya
Muli-sectoral Committee,1,Kuwait
Muli-sectoral Committee,1,Lebanon
Muli-sectoral Committee,1,Liberia
Muli-sectoral Committee,1,Libya
Muli-sectoral Committee,1,Malawi
Muli-sectoral Committee,1,Malaysia
Muli-sectoral Committee,1,Maldives
Muli-sectoral Committee,1,Malta
Muli-sectoral Committee,1,Mauritius
Muli-sectoral Committee,1,Micronesia
Muli-sectoral Committee,1,Mongolia
Muli-sectoral Committee,1,Myanmar
Muli-sectoral Committee,1,Namibia
Muli-sectoral Committee,1,Nauru
Muli-sectoral Committee,1,Nepal
Muli-sectoral Committee,0,Netherlands
Muli-sectoral Committee,1,Nigeria
Muli-sectoral Committee,1,Norway
Muli-sectoral Committee,1,Oman
Muli-sectoral Committee,1,Pakistan
Muli-sectoral Committee,1,Palestine
Muli-sectoral Committee,1,Papua New Guinea
Muli-sectoral Committee,1,Paraguay
Muli-sectoral Committee,1,Peru
Muli-sectoral Committee,1,Qatar
Muli-sectoral Committee,1,North Macedonia
Muli-sectoral Committee,1,Rwanda
Muli-sectoral Committee,1,Samoa
Muli-sectoral Committee,1,Saudi Arabia
Muli-sectoral Committee,1,Sierra Leone
Muli-sectoral Committee,1,Solomon Islands
Muli-sectoral Committee,1,Somalia
Muli-sectoral Committee,1,South Africa
Muli-sectoral Committee,1,Spain
Muli-sectoral Committee,1,Sri Lanka
Muli-sectoral Committee,1,Sudan
Muli-sectoral Committee,1,Sweden
Muli-sectoral Committee,1,Switzerland
Muli-sectoral Committee,1,Syria
Muli-sectoral Committee,1,Tajikistan
Muli-sectoral Committee,1,Tanzania
Muli-sectoral Committee,1,Thailand
Muli-sectoral Committee,1,Timor-Leste
Muli-sectoral Committee,1,Tonga
Muli-sectoral Committee,1,Tunisia
Muli-sectoral Committee,1,Turkmenistan
Muli-sectoral Committee,1,Tuvalu
Muli-sectoral Committee,1,United Kingdom
Muli-sectoral Committee,1,United States
Muli-sectoral Committee,1,Uruguay
Muli-sectoral Committee,1,Vietnam
Muli-sectoral Committee,1,Yemen
Muli-sectoral Committee,1,Zambia
New Laws/Regulations,1,Afghanistan
New Laws/Regulations,1,Albania
New Laws/Regulations,1,United Arab Emirates
New Laws/Regulations,1,Argentina
New Laws/Regulations,1,Australia
New Laws/Regulations,1,Bangladesh
New Laws/Regulations,1,Barbados
New Laws/Regulations,1,Brunei
New Laws/Regulations,1,Canada
New Laws/Regulations,1,Cayman Islands
New Laws/Regulations,1,Chile
New Laws/Regulations,1,Colombia
New Laws/Regulations,1,Costa Rica
New Laws/Regulations,1,Denmark
New Laws/Regulations,1,Egypt
New Laws/Regulations,1,El Salvador
New Laws/Regulations,1,Eritrea
New Laws/Regulations,1,Eswatini
New Laws/Regulations,1,Ethiopia
New Laws/Regulations,1,Fiji
New Laws/Regulations,1,Finland
New Laws/Regulations,0,France
New Laws/Regulations,1,Germany
New Laws/Regulations,1,Ghana
New Laws/Regulations,1,India
New Laws/Regulations,1,Iran
New Laws/Regulations,1,Ireland
New Laws/Regulations,1,Kenya
New Laws/Regulations,1,Kuwait
New Laws/Regulations,1,Lebanon
New Laws/Regulations,1,Liberia
New Laws/Regulations,1,Libya
New Laws/Regulations,1,Malawi
New Laws/Regulations,1,Malaysia
New Laws/Regulations,1,Maldives
New Laws/Regulations,1,Malta
New Laws/Regulations,1,Mauritius
New Laws/Regulations,1,Micronesia
New Laws/Regulations,1,Mongolia
New Laws/Regulations,1,Myanmar
New Laws/Regulations,1,Namibia
New Laws/Regulations,1,Nauru
New Laws/Regulations,1,Nepal
New Laws/Regulations,1,Netherlands
New Laws/Regulations,1,Nigeria
